title	runtime	rating	genre	imdb_url	type	runtime_hours	pixels_cost
Young Ones	6000	5.8	Action, Drama, Romance, Sci-Fi, Western	http://www.imdb.com/title/tt2693664/	movie	1.6666666666666667	276300.1304341492
Johnny Got His Gun	6660	7.8	Drama, War	http://www.imdb.com/title/tt0067277/	movie	1.85	105102.4431763549
How to Steal a Million	7380	7.5	Comedy, Crime, Romance	http://www.imdb.com/title/tt0060522/	movie	2.05	76335.5367997888
Hross í oss	4860	6.8	Comedy, Drama, Romance	http://www.imdb.com/title/tt3074732/	movie	1.35	227510.1960800918
Safe	7140	7.1	Drama	http://www.imdb.com/title/tt0114323/	movie	1.9833333333333334	95195.5667895906
Wayne's World 2	5700	6.2	Comedy, Music	http://www.imdb.com/title/tt0108525/	movie	1.5833333333333333	127032.6107927229
It Happened One Night	6300	8.1	Comedy, Romance	http://www.imdb.com/title/tt0025316/	movie	1.75	87919.9543378497
Full Metal Jacket	6960	8.3	Drama, War	http://www.imdb.com/title/tt0093058/	movie	1.9333333333333333	48374.2158143939
Solarbabies	5640	4.7	Action, Adventure, Drama, Sci-Fi	http://www.imdb.com/title/tt0091981/	movie	1.5666666666666667	136636.7598056891
Magic in the Moonlight	5820	6.5	Comedy, Drama, Romance	http://www.imdb.com/title/tt2870756/	movie	1.6166666666666667	128750.3965626821
Ah Pook Is Here	360	6.6	Animation, Short	http://www.imdb.com/title/tt0109055/	short	0.1	329024.328322589
The Emerald Forest	6840	6.9	Action, Adventure, Drama	http://www.imdb.com/title/tt0089087/	movie	1.9	96514.9883950685
Land of the Pharaohs	6360	6.6	Adventure, Drama, History	http://www.imdb.com/title/tt0048283/	movie	1.7666666666666666	112769.2236596737
Suspiria	5940	7.3	Horror	http://www.imdb.com/title/tt0076786/	movie	1.65	105305.4293187282
Yankee Doodle Dandy	7560	7.6	Biography, Drama, Family, Music, Musical	http://www.imdb.com/title/tt0035575/	movie	2.1	105951.8688884032
Horns	7200	6.4	Comedy, Crime, Drama, Fantasy, Horror, Mystery, Thriller	http://www.imdb.com/title/tt1528071/	movie	2.0	99828.9986487471
Wayne's World	5640	7	Comedy, Music	http://www.imdb.com/title/tt0105793/	movie	1.5666666666666667	110173.1866732226
The Missouri Breaks	7560	6.5	Drama, Western	http://www.imdb.com/title/tt0074906/	movie	2.1	117321.4019604094
Horizontal Boundaries	1380	7.4	Short	http://www.imdb.com/title/tt0161674/	short	0.38333333333333336	172215.8419434732
Lolita	8220	6.8	Drama, Romance	http://www.imdb.com/title/tt0119558/	movie	2.283333333333333	136713.7305488782
Night and the City	6060	7.9	Crime, Film-Noir, Mystery, Sport, Thriller	http://www.imdb.com/title/tt0042788/	movie	1.6833333333333333	58927.5114182692
Stretch	5640	6.5	Comedy, Crime	http://www.imdb.com/title/tt2494280/	movie	1.5666666666666667	106439.6836365457
Wish I Was Here	6360	6.6	Comedy, Drama	http://www.imdb.com/title/tt2870708/	movie	1.7666666666666666	139764.5183803176
Faroeste Caboclo	6480	6.6	Crime, Drama, Romance, Western	http://www.imdb.com/title/tt1869416/	movie	1.8	73453.7342238491
Guardians of the Galaxy	7260	8	Action, Adventure, Comedy, Sci-Fi	http://www.imdb.com/title/tt2015381/	movie	2.0166666666666666	88568.6980914919
Play Dirty	7080	6.7	Adventure, Drama, War	http://www.imdb.com/title/tt0063443/	movie	1.9666666666666666	196099.2455965909
Død snø 2	6000	6.8	Action, Comedy, Fantasy, Horror	http://www.imdb.com/title/tt2832470/	movie	1.6666666666666667	139965.0093076195
Adebar	120	4.9	Short	http://www.imdb.com/title/tt0377330/	short	0.03333333333333333	200338.2143720863
Boyhood	9900	7.9	Drama	http://www.imdb.com/title/tt1065073/	movie	2.75	148779.1124471882
Sátántangó	26340	8.3	Drama	http://www.imdb.com/title/tt0111341/	movie	7.316666666666666	38354.7599522873
Endtrip	300	6.4	Animation, Short, Fantasy, Mystery	http://www.imdb.com/title/tt3166764/	short	0.08333333333333333	75047.7807182401
Curse of the Crimson Altar	5340	5.5	Horror	http://www.imdb.com/title/tt0062833/	movie	1.4833333333333334	77279.1452915574
God's Pocket	5280	6.1	Crime, Drama	http://www.imdb.com/title/tt2920808/	movie	1.4666666666666666	93700.2265415574
Pocketful of Miracles	8160	7.1	Comedy, Drama	http://www.imdb.com/title/tt0055312/	movie	2.2666666666666666	113800.5214015152
The Picture of Dorian Gray	6600	7.5	Drama, Fantasy, Horror, Mystery, Romance, Thriller	http://www.imdb.com/title/tt0037988/	movie	1.8333333333333333	96568.4235167177
Maleficent	5820	6.9	Adventure, Family, Fantasy, Romance	http://www.imdb.com/title/tt1587310/	movie	1.6166666666666667	83849.1020460009
Caligola	9360	5.3	Drama, History	http://www.imdb.com/title/tt0080491/	movie	2.6	77672.7868680798
Welcome to New York	7500	5.6	Drama	http://www.imdb.com/title/tt2758890/	movie	2.0833333333333335	68782.8359994172
Arnulf Rainer	420	4.1	Short	http://www.imdb.com/title/tt0377390/	short	0.11666666666666667	338842.521627331
The Twilight Saga: Breaking Dawn - Part 1	7020	4.9	Adventure, Drama, Fantasy, Romance, Thriller	http://www.imdb.com/title/tt1324999/	movie	1.95	97901.9413543488
Christmas in Connecticut	6060	7.4	Comedy, Romance	http://www.imdb.com/title/tt0037595/	movie	1.6833333333333333	109999.8614109849
Le peuple migrateur	5880	7.9	Documentary	http://www.imdb.com/title/tt0301727/	movie	1.6333333333333333	290482.0012319711
Mulholland Falls	6420	6.3	Crime, Drama, Mystery, Thriller	http://www.imdb.com/title/tt0117107/	movie	1.7833333333333334	147016.5165965545
Mandela: Long Walk to Freedom	8460	7.1	Biography, Drama, History	http://www.imdb.com/title/tt2304771/	movie	2.35	135056.0479585518
Casino Royale	8640	8	Action, Adventure, Thriller	http://www.imdb.com/title/tt0381061/	movie	2.4	127038.1789535985
20,000 Days on Earth	5820	7.4	Documentary, Drama, Music	http://www.imdb.com/title/tt2920540/	movie	1.6166666666666667	113838.8277407488
House of Usher	4740	6.9	Drama, Horror	http://www.imdb.com/title/tt0053925/	movie	1.3166666666666667	66819.1556071533
The Monuments Men	7080	6.1	Comedy, Drama, History, War	http://www.imdb.com/title/tt2177771/	movie	1.9666666666666666	82589.3690978293
Inherit the Wind	7680	8.1	Biography, Drama, History	http://www.imdb.com/title/tt0053946/	movie	2.1333333333333333	102621.334280303
La chèvre	5400	7.3	Adventure, Comedy, Crime	http://www.imdb.com/title/tt0082183/	movie	1.5	198572.3035447625
Pulp Fiction	9240	8.9	Crime, Drama	http://www.imdb.com/title/tt0110912/	movie	2.566666666666667	50226.0322088068
Lektionen in Finsternis	3240	8	Documentary, War	http://www.imdb.com/title/tt0104706/	movie	0.9	234542.7156204472
Bitter Moon	8340	7.2	Drama, Romance, Thriller	http://www.imdb.com/title/tt0104779/	movie	2.316666666666667	100544.6424442745
Transformers: Age of Extinction	9900	5.6	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt2109248/	movie	2.75	180344.4455146416
Side Street	4980	7.1	Crime, Drama, Film-Noir, Thriller	http://www.imdb.com/title/tt0042960/	movie	1.3833333333333333	81004.2817234848
Carmen	6120	7.5	Drama, Music, Romance	http://www.imdb.com/title/tt0085297/	movie	1.7	147858.3773610504
Quantum of Solace	6360	6.6	Action, Adventure, Thriller	http://www.imdb.com/title/tt0830515/	movie	1.7666666666666666	94865.7080510635
Locke	5100	7.1	Drama	http://www.imdb.com/title/tt2692904/	movie	1.4166666666666667	35507.7007575758
Pete Kelly's Blues	5700	6.3	Crime, Drama, Music	http://www.imdb.com/title/tt0048484/	movie	1.5833333333333333	83917.7341145833
The Zero Theorem	6420	6	Comedy, Drama, Fantasy, Mystery, Sci-Fi	http://www.imdb.com/title/tt2333804/	movie	1.7833333333333334	87581.4577050554
Ida	4920	7.4	Drama	http://www.imdb.com/title/tt2718492/	movie	1.3666666666666667	133531.0775058275
Labyrinth	6060	7.3	Adventure, Family, Fantasy, Musical	http://www.imdb.com/title/tt0091369/	movie	1.6833333333333333	99961.5492988782
The Congress	7320	6.4	Animation, Drama, Sci-Fi	http://www.imdb.com/title/tt1821641/	movie	2.033333333333333	275551.2666757721
Klass	5940	7.9	Drama	http://www.imdb.com/title/tt0988108/	movie	1.65	170985.2981351981
Deux jours, une nuit	5700	7.3	Drama	http://www.imdb.com/title/tt2737050/	movie	1.5833333333333333	187751.676095389
Skyfall	8580	7.8	Action, Adventure, Thriller	http://www.imdb.com/title/tt1074638/	movie	2.3833333333333333	120249.2524184149
Mothlight	240	6.2	Short	http://www.imdb.com/title/tt0057324/	short	0.06666666666666667	310867.3292522581
Godzilla	7380	6.4	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt0831387/	movie	2.05	55164.9225497159
Coal Miner's Daughter	7440	7.5	Biography, Drama, Music	http://www.imdb.com/title/tt0080549/	movie	2.066666666666667	77189.5680689102
Noah	8280	5.8	Action, Adventure, Drama	http://www.imdb.com/title/tt1959490/	movie	2.3	104099.5719187063
Deep Blue Sea	6300	5.9	Action, Adventure, Sci-Fi, Thriller	http://www.imdb.com/title/tt0149261/	movie	1.75	97326.9685715326
Nuovomondo	7080	6.8	Drama, History, Romance	http://www.imdb.com/title/tt0465188/	movie	1.9666666666666666	100573.6483582824
How to Train Your Dragon 2	6120	7.8	Animation, Action, Adventure, Comedy, Family, Fantasy	http://www.imdb.com/title/tt1646971/	movie	1.7	186568.8179332387
Point Blank	5520	7.3	Crime, Drama, Thriller	http://www.imdb.com/title/tt0062138/	movie	1.5333333333333334	95951.1708916084
Autómata	6540	6	Action, Drama, Sci-Fi, Thriller	http://www.imdb.com/title/tt1971325/	movie	1.8166666666666667	292862.2749408144
Animal Farm	4320	7.2	Animation, Drama	http://www.imdb.com/title/tt0047834/	movie	1.2	153876.0616914336
Night on Earth	7740	7.7	Comedy, Drama	http://www.imdb.com/title/tt0102536/	movie	2.15	46609.1931763549
Fresh Guacamole	120	7.4	Animation, Short	http://www.imdb.com/title/tt2309977/	short	0.03333333333333333	157955.63947862032
The Ghost and the Darkness	6600	6.8	Adventure, Drama, Thriller	http://www.imdb.com/title/tt0116409/	movie	1.8333333333333333	93389.68597210081
Poulet aux prunes	5580	7	Comedy, Drama	http://www.imdb.com/title/tt1663321/	movie	1.55	58919.1267682838
That Thing You Do!	6480	6.9	Comedy, Drama, Music	http://www.imdb.com/title/tt0117887/	movie	1.8	103948.15588942307
Discopathe	4860	4.9	Crime, Fantasy, Horror	http://www.imdb.com/title/tt2677894/	movie	1.35	123180.09955474213
A Nightmare on Elm Street	5460	7.4	Horror	http://www.imdb.com/title/tt0087800/	movie	1.5166666666666666	84411.5538088214
House on Haunted Hill	4500	6.8	Crime, Horror, Mystery	http://www.imdb.com/title/tt0051744/	movie	1.25	66256.85
Don't Hug Me I'm Scared 2: Time	240	8.1	Animation, Short, Comedy, Fantasy, Horror, Musical, Thriller	http://www.imdb.com/title/tt3633758/	video	0.06666666666666667	231546.32614273747
The Two Faces of January	5760	6.2	Romance, Thriller	http://www.imdb.com/title/tt1976000/	movie	1.6	79799.86175608246
The Signal	5820	6	Drama, Mystery, Sci-Fi, Thriller	http://www.imdb.com/title/tt2910814/	movie	1.6166666666666667	201910.75808657488
Bal	6180	7.1	Drama	http://www.imdb.com/title/tt1571724/	movie	1.7166666666666666	84649.82353128641
The Dogs of War	7140	6.3	Action, Adventure, Drama, War	http://www.imdb.com/title/tt0080641/	movie	1.9833333333333334	112521.73787059294
Castello Cavalcanti	480	7.2	Short, Comedy, Drama	http://www.imdb.com/title/tt3331512/	short	0.13333333333333333	78660.61128077652
L'amour est un crime parfait	6600	5.8	Crime, Thriller	http://www.imdb.com/title/tt3103576/	movie	1.8333333333333333	189910.9588532561
Black Swan	6480	8	Drama, Thriller	http://www.imdb.com/title/tt0947798/	movie	1.8	229485.87235121653
Before Night Falls	7980	7.2	Biography, Drama, Romance	http://www.imdb.com/title/tt0247196/	movie	2.216666666666667	166413.71901496936
The Fugitive	7800	7.8	Action, Crime, Drama, Mystery, Thriller	http://www.imdb.com/title/tt0106977/	movie	2.1666666666666665	102560.04524147727
It's Always Fair Weather	6060	7	Comedy, Drama, Musical, Romance	http://www.imdb.com/title/tt0048216/	movie	1.6833333333333333	148852.8246740239
Captain America: The Winter Soldier	8160	7.8	Action, Adventure, Sci-Fi, Thriller	http://www.imdb.com/title/tt1843866/	movie	2.2666666666666666	131841.19221663754
Into the Abyss	6420	7.3	Documentary, Crime, Drama	http://www.imdb.com/title/tt1972663/	movie	1.7833333333333334	151939.7081840035
Sade	6000	6.1	Biography, Crime, Drama, History	http://www.imdb.com/title/tt0217019/	movie	1.6666666666666667	107057.87751857517
Juggernaut	6540	6.6	Action, Drama, Thriller	http://www.imdb.com/title/tt0071706/	movie	1.8166666666666667	129233.80686826193
Grace of Monaco	6180	5.7	Biography, Drama, Romance	http://www.imdb.com/title/tt2095649/	movie	1.7166666666666666	136474.76478183275
Yawa hada mushuku: Otoko goroshi onna goroshi	4320	6.8	Drama	http://www.imdb.com/title/tt0291404/	movie	1.2	234304.57608446246
Giù la testa	9420	7.6	Drama, War, Western	http://www.imdb.com/title/tt0067140/	movie	2.6166666666666667	121968.13242278555
Edge of Tomorrow	6780	7.9	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt1631867/	movie	1.8833333333333333	89206.22898091491
Taras Bulba	7320	6.3	Adventure, Drama, History, Romance, War	http://www.imdb.com/title/tt0056556/	movie	2.033333333333333	165525.62257156902
Computer Chess	5520	6.2	Comedy	http://www.imdb.com/title/tt2007360/	movie	1.5333333333333334	207206.97196696536
The Frighteners	6600	7.1	Comedy, Fantasy, Horror	http://www.imdb.com/title/tt0116365/	movie	1.8333333333333333	112559.96810260051
Yang jia jiang	6120	6.3	Adventure, History, War	http://www.imdb.com/title/tt2072220/	movie	1.7	177187.92958278704
The Rocky Horror Picture Show	6000	7.4	Comedy, Horror, Musical	http://www.imdb.com/title/tt0073629/	movie	1.6666666666666667	94829.20624271562
Mr. Hobbs Takes a Vacation	6960	6.8	Comedy, Family	http://www.imdb.com/title/tt0056255/	movie	1.9333333333333333	159533.94838013552
Gravity	5460	7.7	Drama, Sci-Fi, Thriller	http://www.imdb.com/title/tt1454468/	movie	1.5166666666666666	48466.20214525058
Danton	8160	7.4	Biography, Drama, History	http://www.imdb.com/title/tt0083789/	movie	2.2666666666666666	93759.91768101689
Frank	5700	6.9	Comedy, Drama, Music	http://www.imdb.com/title/tt1605717/	movie	1.5833333333333333	125548.9680315778
Museum Hours	6420	6.9	Drama	http://www.imdb.com/title/tt2268732/	movie	1.7833333333333334	96198.39385653408
Maang taam	7800	6.4	Action, Comedy, Crime, Drama, Thriller	http://www.imdb.com/title/tt2332707/	movie	2.1666666666666665	106935.78748998395
Arthur Newman	5580	5.6	Comedy, Drama	http://www.imdb.com/title/tt1930546/	movie	1.55	86033.16754898748
The Secret War of Harry Frigg	6600	6.3	Comedy, War	http://www.imdb.com/title/tt0063573/	movie	1.8333333333333333	91815.99725560898
Pickpocket	4560	7.6	Crime, Drama	http://www.imdb.com/title/tt0053168/	movie	1.2666666666666666	146215.79674388113
It	11520	6.8	Drama, Horror, Mystery, Thriller	http://www.imdb.com/title/tt0099864/	tvMiniSeries	3.2	117374.51731133452
Le locataire	7560	7.6	Drama, Thriller	http://www.imdb.com/title/tt0074811/	movie	2.1	73774.92154993444
Jumanji	6240	7	Adventure, Comedy, Family, Fantasy	http://www.imdb.com/title/tt0113497/	movie	1.7333333333333334	75005.56538188373
Jodorowsky's Dune	5400	8	Documentary	http://www.imdb.com/title/tt1935156/	movie	1.5	306853.5936753351
Mindwarp	5460	5.2	Horror, Sci-Fi, Thriller	http://www.imdb.com/title/tt0100152/	movie	1.5166666666666666	85560.36130627185
Rapture	6240	7.2	Drama	http://www.imdb.com/title/tt0059633/	movie	1.7333333333333334	71374.18683347902
Iron Man Three	7800	7.1	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt1300854/	movie	2.1666666666666665	64635.00309768356
The Last Sunset	6720	6.7	Drama, Romance, Western	http://www.imdb.com/title/tt0055073/	movie	1.8666666666666667	147737.67013676427
Mauvais sang	6960	7.2	Crime, Drama, Romance	http://www.imdb.com/title/tt0091497/	movie	1.9333333333333333	99351.94709990532
Sleepy Hollow	6300	7.3	Fantasy, Horror, Mystery	http://www.imdb.com/title/tt0162661/	movie	1.75	72315.65820585664
Calvary	6120	7.4	Crime, Drama, Mystery	http://www.imdb.com/title/tt2234003/	movie	1.7	140306.04426445952
Sonar	180	None	Short	http://www.imdb.com/title/tt3163690/	short	0.05	148518.6394849942
The Railway Man	6960	7.1	Biography, Drama, Romance, War	http://www.imdb.com/title/tt2058107/	movie	1.9333333333333333	127540.19382466492
The Necessary Death of Charlie Countryman	6180	6.3	Action, Comedy, Drama, Romance, Thriller	http://www.imdb.com/title/tt1196948/	movie	1.7166666666666666	74736.94699428175
Le Samouraï	6300	8	Crime, Drama	http://www.imdb.com/title/tt0062229/	movie	1.75	120551.16678321679
Twins	6420	6.1	Comedy, Crime	http://www.imdb.com/title/tt0096320/	movie	1.7833333333333334	143946.07871230334
Only Lovers Left Alive	7380	7.2	Comedy, Drama, Fantasy, Horror, Romance	http://www.imdb.com/title/tt1714915/	movie	2.05	46947.22087703963
Birth	720	7	Animation, Short, Comedy	http://www.imdb.com/title/tt1352669/	short	0.2	692793.0685023309
The Awful Truth	5400	7.7	Comedy, Romance	http://www.imdb.com/title/tt0028597/	movie	1.5	139826.92613636365
The Frozen Ground	6300	6.4	Crime, Thriller	http://www.imdb.com/title/tt2005374/	movie	1.75	55740.48057801573
The English Teacher	5580	5.7	Comedy, Drama	http://www.imdb.com/title/tt2055765/	movie	1.55	122053.56347974941
Now You See Me	6900	7.2	Crime, Mystery, Thriller	http://www.imdb.com/title/tt1670345/	movie	1.9166666666666667	98544.12330182838
Four Rooms	5880	6.7	Comedy	http://www.imdb.com/title/tt0113101/	movie	1.6333333333333333	78202.73964525058
The Man in the White Suit	5100	7.3	Comedy, Drama, Sci-Fi	http://www.imdb.com/title/tt0044876/	movie	1.4166666666666667	91474.83300917831
Iron Man 2	7440	6.9	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt1228705/	movie	2.066666666666667	113818.2527653336
Dead Man Down	7080	6.4	Action, Crime, Drama, Thriller	http://www.imdb.com/title/tt2101341/	movie	1.9666666666666666	42770.90475852273
Fish n' Chips	6120	6.4	Drama	http://www.imdb.com/title/tt1920925/	movie	1.7	133233.1589406687
The Physician	9300	7.2	Adventure, Drama, History	http://www.imdb.com/title/tt2101473/	movie	2.5833333333333335	85013.58176810169
Kiss Me, Stupid	7500	6.9	Comedy, Romance	http://www.imdb.com/title/tt0058265/	movie	2.0833333333333335	131259.59286858974
The Addams Family	5940	6.9	Comedy, Fantasy	http://www.imdb.com/title/tt0101272/	movie	1.65	64652.907634943185
Blue Ruin	5400	7.1	Crime, Drama, Thriller	http://www.imdb.com/title/tt2359024/	movie	1.5	108512.05734265735
Mrs. Doubtfire	7500	7.1	Comedy, Drama	http://www.imdb.com/title/tt0107614/	movie	2.0833333333333335	127790.76530266608
Mei Ling	900	6.1	Animation, Short	http://www.imdb.com/title/tt1354031/	short	0.25	71664.45354294144
Scorpio	6840	6.4	Action, Drama, Thriller	http://www.imdb.com/title/tt0070653/	movie	1.9	108853.30224085812
American Hustle	8280	7.2	Crime, Drama	http://www.imdb.com/title/tt1800241/	movie	2.3	139844.56774475524
La haine	5880	8.1	Crime, Drama	http://www.imdb.com/title/tt0113247/	movie	1.6333333333333333	142505.8156322844
Casualties of War	6780	7.1	Action, Crime, Drama, War	http://www.imdb.com/title/tt0097027/	movie	1.8833333333333333	94114.5191843313
The Good Shepherd	10020	6.7	Drama, History, Thriller	http://www.imdb.com/title/tt0343737/	movie	2.783333333333333	61171.28733063811
Shave It	300	6	Short, Fantasy	http://www.imdb.com/title/tt2387786/	short	0.08333333333333333	250746.81675316868
Exhausted: John C. Holmes, the Real Story	4320	6.2	Documentary, Adult, Biography	http://www.imdb.com/title/tt0130671/	movie	1.2	100416.506640625
The Garden of Earthly Delights	180	6.4	Short	http://www.imdb.com/title/tt0082437/	short	0.05	78402.95954800407
7-beon-bang-ui seon-mul	7620	8.1	Comedy, Drama	http://www.imdb.com/title/tt2659414/	movie	2.1166666666666667	203555.73280885778
Titanic	11640	7.9	Drama, Romance	http://www.imdb.com/title/tt0120338/	movie	3.2333333333333334	121630.128153227
The Flight of the Phoenix	8520	7.5	Adventure, Drama	http://www.imdb.com/title/tt0059183/	movie	2.3666666666666667	111507.66057601254
Romeo + Juliet	7200	6.7	Drama, Romance	http://www.imdb.com/title/tt0117509/	movie	2.0	118009.5157451923
Jailhouse Rock	5760	6.5	Drama, Music, Musical, Romance	http://www.imdb.com/title/tt0050556/	movie	1.6	154725.41557765153
OSS 117: Rio ne répond plus	6060	6.8	Action, Adventure, Comedy, Crime	http://www.imdb.com/title/tt1167660/	movie	1.6833333333333333	135171.97086064977
Dawn of the Dead	6060	7.3	Action, Horror	http://www.imdb.com/title/tt0363547/	movie	1.6833333333333333	124111.62834535257
Castle Keep	6420	6.1	Action, Comedy, Drama, Romance, War	http://www.imdb.com/title/tt0064137/	movie	1.7833333333333334	89224.7277188957
Backdraft	8220	6.7	Action, Drama, Mystery, Thriller	http://www.imdb.com/title/tt0101393/	movie	2.283333333333333	114841.25273346444
Don Kikhot	6600	7.3	Drama	http://www.imdb.com/title/tt0050326/	movie	1.8333333333333333	173980.3153236087
Smoke	6720	7.4	Comedy, Drama	http://www.imdb.com/title/tt0114478/	movie	1.8666666666666667	143525.14805962268
Being John Malkovich	6780	7.8	Comedy, Drama, Fantasy	http://www.imdb.com/title/tt0120601/	movie	1.8833333333333333	56957.49317817598
The Lego Movie	6000	7.7	Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi	http://www.imdb.com/title/tt1490017/	movie	1.6666666666666667	144206.43828580275
Wind	240	7.2	Animation, Short, Comedy, Drama, Fantasy	http://www.imdb.com/title/tt3293158/	short	0.06666666666666667	549363.9224395392
Die weiße Hölle vom Piz Palü	9000	7.3	Action, Adventure, Drama, Romance	http://www.imdb.com/title/tt0020570/	movie	2.5	203595.3899329837
Se7en	7620	8.6	Crime, Drama, Mystery, Thriller	http://www.imdb.com/title/tt0114369/	movie	2.1166666666666667	67427.93462175844
Belle de jour	6000	7.7	Drama, Romance	http://www.imdb.com/title/tt0061395/	movie	1.6666666666666667	187427.95518010636
Spartacus	11820	7.9	Adventure, Biography, Drama, History, War	http://www.imdb.com/title/tt0054331/	movie	3.283333333333333	95874.88673696097
Thought of You	180	7.1	Animation, Short	http://www.imdb.com/title/tt2170086/	short	0.05	399133.09863144666
Pirates of the Caribbean: At World's End	10140	7.1	Action, Adventure, Fantasy	http://www.imdb.com/title/tt0449088/	movie	2.816666666666667	122721.24906942016
Bolt	5760	6.8	Animation, Adventure, Comedy, Crime, Drama, Family, Sci-Fi	http://www.imdb.com/title/tt0397892/	movie	1.6	158539.4959626311
Lawrence of Arabia	13080	8.3	Adventure, Biography, Drama, War	http://www.imdb.com/title/tt0056172/	movie	3.6333333333333333	157410.14650440705
The Secret Life of Walter Mitty	6840	7.3	Adventure, Comedy, Drama, Fantasy, Romance	http://www.imdb.com/title/tt0359950/	movie	1.9	162140.11252822698
Ghost World	6660	7.3	Comedy, Drama	http://www.imdb.com/title/tt0162346/	movie	1.85	103353.73848065997
Zabriskie Point	6780	6.9	Drama	http://www.imdb.com/title/tt0066601/	movie	1.8833333333333333	309252.1273455711
Within the Whirlwind	5400	6.7	Biography, Drama	http://www.imdb.com/title/tt1142804/	movie	1.5	98551.08873834499
Crocodile Dundee	5820	6.6	Action, Adventure, Comedy	http://www.imdb.com/title/tt0090555/	movie	1.6166666666666667	95907.51316378932
Cesare deve morire	4620	7.3	Drama	http://www.imdb.com/title/tt2177511/	movie	1.2833333333333334	142304.95443709934
OSS 117: Le Caire, nid d'espions	5940	7	Action, Adventure, Comedy, Crime	http://www.imdb.com/title/tt0464913/	movie	1.65	119850.04780740096
Appaloosa	6900	6.7	Action, Crime, Drama, Romance, Western	http://www.imdb.com/title/tt0800308/	movie	1.9166666666666667	127465.83338341345
Dom Hemingway	5580	6.1	Comedy, Crime, Drama	http://www.imdb.com/title/tt2402105/	movie	1.55	147215.11941196822
A Dangerous Method	5940	6.4	Biography, Drama, Romance, Thriller	http://www.imdb.com/title/tt1571222/	movie	1.65	125635.19692599066
Kickboxer	5820	6.4	Action, Sport, Thriller	http://www.imdb.com/title/tt0097659/	movie	1.6166666666666667	85366.83839506847
Trapeze	6300	6.8	Drama, Romance	http://www.imdb.com/title/tt0049875/	movie	1.75	91263.85435606059
La grande bellezza	8460	7.7	Drama	http://www.imdb.com/title/tt2358891/	movie	2.35	104454.82082787003
La montaña sagrada	6840	7.8	Adventure, Drama, Fantasy	http://www.imdb.com/title/tt0071615/	movie	1.9	208992.32431162585
They Live	5640	7.2	Action, Horror, Sci-Fi, Thriller	http://www.imdb.com/title/tt0096256/	movie	1.5666666666666667	116646.7260917468
Buffet Froid	5340	7.3	Comedy, Crime	http://www.imdb.com/title/tt0078913/	movie	1.4833333333333334	73251.67813865822
Designing Woman	7080	6.7	Comedy, Romance	http://www.imdb.com/title/tt0050306/	movie	1.9666666666666666	151409.66235886508
Como agua para chocolate	6300	7.1	Drama, Romance	http://www.imdb.com/title/tt0103994/	movie	1.75	93657.24711993735
Marley & Me	6660	7	Comedy, Drama, Family	http://www.imdb.com/title/tt0822832/	movie	1.85	165004.38789973047
Key Largo	6000	7.7	Action, Crime, Drama, Film-Noir, Thriller	http://www.imdb.com/title/tt0040506/	movie	1.6666666666666667	154641.71581075175
True Detective	3300	8.9	Crime, Drama, Mystery, Thriller	http://www.imdb.com/title/tt2356777/	tvSeries	0.9166666666666666	340129.27410857374
Das Leben der Anderen	8220	8.4	Drama, Mystery, Thriller	http://www.imdb.com/title/tt0405094/	movie	2.283333333333333	102873.43336611305
Tora! Tora! Tora!	8640	7.5	Action, Drama, History, War	http://www.imdb.com/title/tt0066473/	movie	2.4	152565.86134542542
9	4740	7	Animation, Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller	http://www.imdb.com/title/tt0472033/	movie	1.3166666666666667	50695.12590963724
Never Let Me Go	6180	7.1	Drama, Romance, Sci-Fi, Thriller	http://www.imdb.com/title/tt1334260/	movie	1.7166666666666666	97963.7525285912
Overlord	4980	7.1	Drama, History, War	http://www.imdb.com/title/tt0073502/	movie	1.3833333333333333	183405.2397945804
12 Years a Slave	8040	8.1	Biography, Drama, History	http://www.imdb.com/title/tt2024544/	movie	2.2333333333333334	147603.47948626895
Operation Petticoat	7440	7.2	Comedy, Romance, War	http://www.imdb.com/title/tt0053143/	movie	2.066666666666667	168768.01298259033
La pianiste	7860	7.5	Drama, Music	http://www.imdb.com/title/tt0254686/	movie	2.183333333333333	111635.76155758304
Her	7560	8	Drama, Romance, Sci-Fi	http://www.imdb.com/title/tt1798709/	movie	2.1	109178.37496175701
Pirates of the Caribbean: Dead Man's Chest	9060	7.3	Action, Adventure, Fantasy	http://www.imdb.com/title/tt0383574/	movie	2.5166666666666666	116339.28280976837
The Untouchables	7140	7.9	Crime, Drama, Thriller	http://www.imdb.com/title/tt0094226/	movie	1.9833333333333334	92849.34736123253
The Mask	6060	6.9	Action, Comedy, Crime, Fantasy	http://www.imdb.com/title/tt0110475/	movie	1.6833333333333333	65681.7060806381
Ender's Game	6840	6.6	Action, Adventure, Sci-Fi	http://www.imdb.com/title/tt1731141/	movie	1.9	95074.05645123105
Milk	7680	7.5	Biography, Drama	http://www.imdb.com/title/tt1013753/	movie	2.1333333333333333	95061.90786622232
